wn,1,2,3,4,5,6
3482.08,111.834,17.8934,152.094,125.254,93.9402,152.094
3481.52,35.7814,8.94535,76.0355,134.18,143.126,174.434
3480.96,67.0802,44.7201,174.408,111.8,102.856,107.328
3480.4,111.784,-4.47134,80.4842,76.0129,169.911,71.5415
3479.84,84.9429,22.3534,120.708,129.65,35.7654,174.356
3479.28,71.5202,-8.94003,102.81,138.57,-13.41,134.1
3478.73,125.142,-4.46935,138.55,160.897,134.08,156.427
3478.17,111.717,26.8121,129.592,210.028,125.123,93.8423
3477.61,111.7,4.46802,93.8284,67.0203,174.253,120.636
3477.05,89.347,17.8694,151.89,89.347,111.684,147.423
3476.49,138.467,26.8001,116.134,111.667,58.0669,178.667
3475.93,62.5243,26.7961,49.1262,156.311,107.185,75.9224
3475.37,133.961,22.3268,196.476,93.7725,84.8418,31.2575
3474.81,49.1116,8.92938,111.617,93.7585,80.3645,142.87
3474.25,120.529,17.8561,111.601,133.921,84.8165,169.633
3473.69,44.6336,8.92672,111.584,84.8039,75.8772,120.511
3473.13,111.567,4.4627,174.045,160.657,111.567,160.657
3472.57,93.7027,17.8481,107.089,89.2406,75.8546,49.0824
3472.01,84.766,0,111.534,151.687,120.457,129.38
3471.45,142.743,40.1463,120.439,133.821,111.518,75.832
3470.89,57.9805,8.92008,187.322,129.341,200.702,124.881
3470.32,75.8094,13.3781,160.537,196.212,160.537,84.7281
3469.76,111.468,13.3761,71.3394,124.844,62.4219,187.266
3469.2,106.993,0,182.78,124.825,115.909,80.2448
3468.64,80.2329,22.2869,173.838,120.349,178.295,71.3181
3468.08,138.158,22.2836,182.725,98.0478,120.331,133.702
3467.52,75.7529,31.1924,133.682,98.0332,111.401,133.682
3466.96,75.7416,0,182.671,129.206,182.671,147.028
3466.4,120.278,17.8189,182.644,71.2756,138.096,93.5492
3465.84,62.3569,8.90812,187.071,151.438,48.9947,133.622
3465.28,133.602,31.1738,160.322,129.149,89.068,155.869
3464.71,115.771,-4.45273,218.184,93.5074,80.1492,124.677
3464.15,164.727,8.90414,204.795,120.206,146.918,102.398
3463.59,106.834,0,102.382,62.3197,93.4795,97.9309
3463.03,106.818,8.90149,93.4656,75.6626,97.9164,182.48
3462.47,129.052,26.7005,111.252,160.203,48.9509,62.3011
3461.91,124.584,22.2471,133.482,142.381,124.584,124.584
3461.34,84.5263,13.3463,97.8726,66.7313,115.668,71.1801
3460.78,177.924,22.2404,84.5137,26.6885,160.131,66.7213
3460.22,177.897,35.5794,88.9485,84.5011,62.264,111.186
3459.66,124.509,22.2338,168.977,137.85,182.317,173.424
3459.09,102.26,4.4461,137.829,53.3532,133.383,186.736
3458.53,182.263,17.7818,160.036,102.245,146.699,142.254
3457.97,80.0059,26.6686,128.898,4.44477,57.7821,97.785
3457.41,159.988,8.88822,173.32,159.988,195.541,164.432
3456.84,62.2083,22.2172,133.303,137.747,102.199,71.0952
3456.28,164.383,13.3284,186.597,164.383,88.8557,124.398
3455.72,159.916,8.88425,164.359,128.822,164.359,71.074
3455.16,142.127,13.3244,128.802,115.478,115.478,124.361
3454.59,102.138,4.4408,137.665,124.342,146.546,133.224
3454.03,124.324,4.44014,128.764,97.683,115.444,79.9225
3453.47,106.547,26.6368,137.624,159.821,159.821,88.7895
3452.9,133.164,4.43881,230.818,177.552,150.92,142.042
3452.34,142.021,13.3144,199.717,79.8867,93.2011,150.897
3451.78,53.2499,17.75,204.124,106.5,142,115.375
3451.21,119.794,17.7473,110.921,97.6102,102.047,181.91
3450.65,137.521,26.617,190.755,97.5956,199.627,70.9786
3450.09,137.501,17.742,115.323,79.839,106.452,97.581
3449.52,66.5226,31.0439,119.741,79.8271,208.437,155.219
3448.96,57.6443,17.7367,177.367,124.157,146.328,79.8152
3448.4,35.4681,22.1676,155.173,133.006,195.075,137.439
3447.83,155.15,-4.43286,84.2242,119.687,221.643,106.389
3447.27,101.94,17.7288,168.423,48.7541,186.152,141.83
3446.7,110.788,17.7261,141.809,128.514,88.6306,101.925
3446.14,146.219,17.7235,110.772,93.0483,181.666,181.666
3445.57,17.7208,-4.43021,163.918,115.185,124.046,88.6042
3445.01,128.457,-13.2886,159.464,93.0205,128.457,106.309
3444.45,128.438,8.85777,159.44,75.2911,132.867,57.5755
3443.88,35.4258,4.42823,216.983,128.419,234.696,172.701
3443.32,106.262,22.1378,132.827,97.4064,177.103,172.675
3442.75,88.5381,13.2807,234.626,123.953,110.673,115.099
3442.19,230.165,13.2787,177.05,110.656,128.361,123.935
3441.62,92.9372,17.7023,110.64,119.491,88.5116,84.0861
3441.06,101.773,8.84984,159.297,159.297,97.3483,123.898
3440.49,123.879,30.9698,190.243,84.0609,163.698,110.607
3439.93,88.472,22.118,75.2012,79.6248,141.555,137.132
3439.36,172.495,17.6918,106.151,154.803,154.803,70.767
3438.8,57.4896,0,203.425,154.78,194.58,92.8679
3438.23,159.178,4.42162,141.492,150.335,106.119,101.697
3437.67,88.4192,-8.84192,123.787,159.154,119.366,141.471
3437.1,159.131,17.6812,150.29,128.189,106.087,167.971
3436.53,110.491,8.83928,203.303,132.589,181.205,150.268
3435.97,207.692,13.2569,159.083,119.312,119.312,106.055
3435.4,106.04,30.9282,132.55,110.458,123.713,194.406
3434.84,44.1766,22.0883,194.377,198.795,53.0119,106.024
3434.27,154.595,48.587,220.85,39.753,97.1739,212.016
3433.7,141.323,26.498,145.739,167.821,128.074,207.568
3433.14,198.705,35.3254,198.705,128.055,123.639,189.874
3432.57,211.921,13.2451,167.771,158.941,61.8103,101.545
3432.01,30.9005,26.4861,167.746,119.188,123.602,172.16
3431.44,154.479,4.4137,136.825,105.929,141.238,119.17
3430.87,150.043,13.2391,185.348,154.456,70.6086,75.0217
3430.31,145.609,22.0619,180.908,101.485,185.32,127.959
3429.74,92.6461,13.2352,185.292,88.2344,172.057,189.704
3429.17,114.688,22.0553,132.332,149.976,74.988,145.565
3428.61,88.208,13.2312,238.162,119.081,158.774,185.237
3428.04,97.0143,13.2292,189.619,110.244,35.2779,189.619
3427.47,92.5908,30.8636,88.1817,171.954,167.545,136.682
3426.91,136.661,17.6337,83.7601,96.9853,193.971,149.886
3426.34,101.379,0,193.942,74.932,198.349,105.786
3425.77,127.806,30.8497,189.506,132.213,149.842,123.399
3425.2,145.413,30.8451,132.193,118.974,163.039,127.787
3424.64,136.579,35.2463,220.289,185.043,132.174,118.956
3424.07,105.723,39.6462,211.446,123.344,145.369,171.8
3423.5,184.988,13.2134,224.628,167.37,118.921,127.73
3422.93,176.153,39.6343,154.133,66.0572,154.133,110.095
3422.37,52.8379,30.8221,180.529,184.933,79.2568,101.273
3421.8,132.075,22.0125,242.137,171.697,176.1,110.062
3421.23,149.662,8.80368,220.092,105.644,193.681,202.485
3420.66,158.442,39.6106,158.442,180.448,184.85,136.437
3420.09,79.2094,17.6021,198.023,167.22,114.414,162.819
3419.53,105.597,17.5995,162.795,101.197,105.597,127.596
3418.96,87.9841,30.7944,184.767,114.379,114.379,114.379
3418.39,140.754,26.3913,109.964,224.326,171.543,184.739
3417.82,105.549,39.581,114.345,189.109,228.69,149.528
3417.25,96.7391,8.79446,127.52,140.711,136.314,65.9585
3416.68,131.897,26.3794,211.036,105.518,131.897,123.104
3416.11,140.669,35.1673,153.857,149.461,180.233,219.796
3415.55,105.486,30.7668,219.763,127.462,162.625,171.415
3414.98,149.416,39.5514,241.703,127.443,127.443,215.335
3414.41,101.061,8.78789,171.364,101.061,171.364,92.2728
3413.84,105.439,-8.78657,158.158,131.799,105.439,171.338
3413.27,153.742,17.5705,188.883,87.8526,171.313,61.4968
3412.7,158.111,35.1358,206.423,215.207,131.759,144.935
3412.13,96.6089,21.9566,140.522,109.783,158.087,136.131
3411.56,96.5945,17.5626,267.83,166.845,153.673,180.017
3410.99,114.14,30.73,175.6,118.53,131.7,96.58
3410.42,140.459,35.1147,184.352,92.1762,162.406,131.68
3409.85,109.717,26.3321,157.993,127.272,149.215,149.215
3409.28,144.805,17.5521,166.745,109.701,149.193,188.685
3408.71,157.945,26.3242,171.108,131.621,140.396,149.171
3408.14,206.176,21.9336,193.015,57.0273,131.601,184.242
3407.57,100.879,13.1582,219.303,192.987,210.531,140.354
3407,74.5518,17.5416,175.416,162.26,171.031,144.718
3406.43,135.927,13.1542,149.081,118.388,114.003,162.236
3405.86,149.059,21.9204,127.139,166.595,166.595,175.364
3405.29,105.202,35.0675,201.638,140.27,144.653,153.42
3404.72,144.632,13.1483,197.225,131.483,170.928,157.78
3404.15,153.374,35.057,197.195,109.553,170.903,179.667
3403.58,87.6293,13.1444,205.929,131.444,113.918,192.784
3403.01,144.567,35.0465,78.8545,175.232,166.471,197.136
3402.44,96.3633,26.2809,267.189,175.206,236.528,179.586
3401.87,74.4514,21.8975,258.39,96.3489,140.144,179.559
3401.3,96.3345,30.6519,210.184,179.532,126.986,140.123
3400.73,122.589,26.2691,197.018,96.3201,240.8,218.909
3400.16,232.009,21.8876,236.387,131.326,96.3056,175.101
3399.58,105.045,43.7687,179.452,161.944,140.06,192.582
3399.01,48.1384,8.75243,183.801,253.821,227.563,183.801
3398.44,183.774,17.5022,170.647,131.267,109.389,153.145
3397.87,218.745,34.9993,196.871,179.371,126.872,192.496
3397.3,135.602,34.994,231.835,196.841,174.97,157.473
3396.73,122.461,21.868,240.548,96.2191,170.57,96.2191
3396.16,135.561,34.9835,179.291,161.799,118.069,196.782
3395.58,109.307,0,161.775,153.03,209.87,161.775
3395.01,139.892,21.8581,170.494,74.3177,131.149,96.1759
3394.44,174.839,26.2258,170.468,104.903,148.613,166.097
3393.87,148.591,8.74064,174.813,104.888,187.924,161.702
3393.3,131.09,39.327,275.289,183.526,187.896,170.417
3392.72,113.594,13.107,222.82,183.498,187.867,192.236
3392.15,170.366,13.1051,235.891,139.787,126.682,117.946
3391.58,135.399,17.4708,218.385,196.547,240.224,152.87
3391.01,183.416,17.4682,222.719,139.745,222.719,117.91
3390.43,192.121,43.6639,222.686,144.091,135.358,192.121
3389.86,152.801,8.73147,253.213,170.264,178.995,113.509
3389.29,122.222,26.1905,165.873,196.429,139.683,165.873
3388.72,165.848,13.0933,165.848,213.857,126.568,226.95
3388.14,144.005,26.1826,192.006,152.732,231.28,218.189
3387.57,100.352,47.9943,292.329,130.894,183.251,148.346
3387,191.948,30.5373,231.211,170.136,165.774,209.398
3386.42,126.493,30.5327,244.261,82.8744,252.985,183.196
3385.85,231.141,13.0835,222.419,74.1397,165.724,161.363
3385.28,200.583,39.2445,257.27,143.897,100.292,143.897
3384.7,183.114,4.35985,270.311,170.034,135.155,130.795
3384.13,69.7471,30.5144,200.523,200.523,239.756,248.474
3383.56,148.19,8.71708,265.871,178.7,104.605,148.19
3382.98,165.6,30.5052,204.821,122.021,196.105,113.305
3382.41,69.7157,21.7862,178.647,113.288,261.434,209.147
3381.84,174.263,60.9921,248.325,121.984,174.263,270.108
3381.26,135.034,34.8474,182.949,117.61,165.525,174.237
3380.69,182.921,34.8422,200.343,213.408,174.211,148.079
3380.11,104.511,21.7731,204.667,161.121,108.866,200.313
3379.54,113.203,21.7698,235.114,178.513,165.451,161.097
3378.96,169.779,30.4732,174.133,165.426,161.073,156.719
3378.39,152.343,30.4686,226.338,147.99,126.227,169.754
3377.82,204.544,17.408,243.712,165.376,156.672,221.952
3377.24,130.541,-4.35135,204.514,95.7298,130.541,174.054
3376.67,156.625,17.4028,261.042,187.08,178.379,100.066
3376.09,213.152,47.8505,278.403,208.802,130.501,200.102
3375.52,160.928,17.3976,260.964,147.879,173.976,247.916
3374.94,156.555,30.4412,191.345,130.462,173.95,126.114
3374.37,160.879,17.3924,321.759,169.576,186.968,239.145
3373.79,139.118,26.0846,299.973,221.719,230.414,221.719
3373.22,156.484,26.0807,269.501,169.525,126.057,199.952
3372.64,139.076,43.4613,212.961,112.999,147.769,208.614
3372.07,230.31,21.7274,260.729,169.474,169.474,230.31
3371.49,143.379,56.4828,238.966,147.724,134.69,212.897
3370.92,147.702,30.4092,234.586,95.5719,112.949,191.144
3370.34,182.428,34.7482,286.673,186.772,217.176,117.275
3369.76,121.6,47.7716,277.944,86.8574,112.915,178.058
3369.19,182.373,34.7378,264.875,178.031,178.031,225.795
3368.61,112.881,21.7078,308.251,121.564,56.4404,230.103
3368.04,173.637,21.7046,277.819,182.318,195.341,186.659
3367.46,117.187,47.7429,217.013,212.673,212.673,247.395
3366.89,169.245,17.3585,238.679,39.0565,160.566,186.603
3366.31,117.152,13.0169,130.169,117.152,99.7961,208.27
3365.73,134.488,43.3831,268.975,199.562,121.473,164.856
3365.16,130.13,26.0259,195.195,177.844,216.883,216.883
3364.58,82.4031,34.696,229.861,195.165,186.491,216.85
3364,160.445,30.3545,312.218,169.118,130.091,130.091
3363.43,117.064,26.0142,286.156,195.107,177.764,73.707
3362.85,229.758,39.0155,299.119,251.433,225.423,195.077
3362.27,147.37,43.344,221.054,190.714,160.373,242.726
3361.7,69.34,34.67,221.021,156.015,134.346,143.014
3361.12,203.656,0,246.987,177.657,190.656,134.326
3360.54,190.628,43.3245,246.95,160.301,216.622,220.955
3359.97,155.945,60.6452,194.931,86.6359,251.244,173.272
3359.39,142.928,12.9934,277.193,147.259,212.226,177.577
3358.81,255.499,17.322,207.864,155.898,164.559,225.186
3358.23,190.513,43.2984,259.791,168.864,190.513,147.215
3357.66,121.217,38.9627,324.69,229.447,255.422,173.168
3357.08,181.799,34.6283,264.041,194.784,155.828,186.127
3356.5,190.427,21.6395,225.05,203.411,160.132,212.067
3355.92,116.836,38.9452,281.271,199.053,147.126,194.726
3355.35,181.717,8.65318,242.289,134.124,190.37,151.431
3354.77,224.949,30.2816,268.208,207.645,129.778,125.452
3354.19,151.385,34.6023,250.867,250.867,142.735,151.385
3353.61,220.557,12.9739,259.478,224.881,147.038,147.038
3353.03,164.312,30.2679,198.904,203.228,207.552,172.96
3352.45,129.7,8.64668,293.987,177.257,211.844,138.347
3351.88,90.7765,17.2908,246.393,185.876,272.33,99.4219
3351.3,172.882,34.5763,242.034,190.17,177.204,203.136
3350.72,142.606,51.8567,306.819,233.355,263.605,129.642
3350.14,159.867,56.1696,306.773,133.943,125.301,159.867
3349.56,146.883,51.8411,302.406,168.484,155.523,194.404
3348.98,107.986,69.1111,298.041,220.292,190.055,211.653
3348.4,120.926,34.5503,198.664,220.258,224.577,202.983
3347.83,155.453,30.227,375.678,198.635,254.77,138.181
3347.25,202.922,30.2225,263.367,151.112,220.192,155.43
3346.67,142.456,12.9505,293.545,172.674,138.139,211.525
3346.09,211.494,43.1619,211.494,263.288,215.81,164.015
3345.51,107.889,38.8399,271.879,146.729,198.515,289.142
3344.93,155.336,34.5192,202.8,168.281,163.966,267.524
3344.35,202.77,43.1425,276.112,185.513,181.198,172.57
3343.77,150.976,56.0768,271.757,172.544,189.798,150.976
3343.19,271.716,30.1906,258.777,172.518,189.77,202.709
3342.61,215.615,43.123,245.801,150.931,219.927,237.177
3342.03,185.401,47.4282,232.829,224.206,232.829,202.648
3341.45,185.373,30.177,280.215,142.263,198.306,280.215
3340.87,94.8278,30.1725,258.621,198.276,254.311,172.414
3340.29,181.008,34.4776,232.724,185.317,150.84,275.821
3339.71,155.126,51.7087,288.707,124.963,163.744,245.616
3339.13,142.177,47.3925,275.738,133.561,219.729,206.804
3338.55,155.079,56.0009,168.003,215.388,150.772,206.772
3337.97,133.52,21.5356,292.884,172.284,206.741,202.434
3337.39,107.662,55.984,258.388,193.791,241.162,176.565
3336.81,120.563,38.7523,310.019,159.315,180.844,254.043
3336.23,129.155,51.662,219.564,167.902,215.258,180.817
3335.65,210.921,34.4362,275.489,137.745,172.181,215.226
3335.07,163.547,47.3426,241.017,159.243,185.066,150.635
3334.49,245.284,34.4258,266.8,154.916,159.219,202.252
3333.9,223.734,43.0258,219.431,206.524,219.431,210.826
3333.32,146.266,30.1135,322.645,223.7,163.473,232.304
3332.74,159.147,25.8077,240.872,180.654,219.365,215.064
3332.16,245.136,55.9082,301.044,159.123,210.731,172.025
3331.58,184.899,55.8998,288.099,180.599,262.299,167.699
3331,128.98,64.4901,257.96,206.368,193.47,219.266
3330.42,180.545,38.6882,240.727,219.233,171.948,245.025
3329.83,163.326,17.1922,335.247,244.988,253.585,270.777
3329.25,116.03,42.974,244.952,223.465,180.491,184.788
3328.67,146.089,47.2642,232.024,171.87,163.276,227.728
3328.09,158.956,51.5532,309.319,197.621,141.771,189.028
3327.51,150.341,30.0682,322.159,150.341,176.114,262.023
3326.93,158.908,21.474,356.469,124.549,180.382,180.382
3326.34,171.766,38.6474,296.297,180.355,257.65,206.12
3325.76,184.621,60.1092,300.546,193.208,163.153,188.915
3325.18,158.836,30.0501,382.065,201.765,253.279,180.3
3324.6,145.935,34.3378,287.579,244.656,214.611,188.858
3324.01,111.581,38.6242,386.242,223.162,180.246,274.661
3323.43,167.346,17.1637,287.492,193.092,218.837,287.492
3322.85,137.289,30.032,218.804,193.063,210.224,180.192
3322.27,167.296,42.8963,308.854,188.744,141.558,128.689
3321.68,205.871,68.6238,304.518,171.559,201.582,171.559
3321.1,227.282,25.73,287.319,175.822,180.11,192.975
3320.52,115.768,42.8769,325.865,257.262,167.22,167.22
3319.93,201.491,55.7316,295.806,175.769,205.778,270.084
3319.35,210.034,42.864,252.898,124.306,175.742,265.757
3318.77,235.717,47.1433,308.574,102.858,222.859,218.574
3318.18,188.545,34.2809,287.102,175.689,158.549,239.966
3317.6,188.516,29.9912,312.766,119.965,222.792,227.077
3317.02,222.759,34.2705,312.719,197.056,214.191,205.623
3316.43,145.628,25.699,274.123,265.557,128.495,171.327
3315.85,145.606,29.9777,244.104,85.6505,209.844,214.126
3315.26,158.43,38.5369,351.114,166.993,192.685,137.02
3314.68,201.218,55.656,355.342,218.343,205.499,226.905
3314.1,158.382,21.4029,312.483,222.591,149.821,282.519
3313.51,175.478,38.5195,303.876,158.358,205.437,265.357
3312.93,205.406,47.0723,231.082,239.641,295.272,154.055
3312.34,205.375,64.1798,222.49,162.589,243.883,205.375
3311.76,188.232,42.7801,350.797,111.228,188.232,205.344
3311.18,188.204,51.3283,325.08,158.262,209.591,188.204
3310.59,222.389,21.3836,307.924,205.282,248.05,286.54
3310.01,166.767,25.6564,372.018,149.663,243.736,286.497
3309.42,171.017,47.0297,299.28,158.191,235.148,235.148
3308.84,277.861,17.0991,307.784,196.64,175.266,239.388
3308.25,149.595,55.5638,341.931,213.707,243.626,196.61
3307.67,213.675,38.4614,303.418,145.299,230.769,290.597
3307.08,209.37,38.4556,311.918,141.004,188.005,290.554
3306.5,153.799,68.3553,299.054,158.072,183.705,230.699
3305.91,153.776,51.2587,380.169,166.591,175.134,273.38
3305.33,200.733,42.7091,350.215,269.068,247.713,260.526
3304.74,239.135,42.7027,298.919,158,217.784,175.081
3304.15,140.898,46.9659,247.638,230.56,187.864,149.437
3303.57,213.449,46.9588,315.905,239.063,128.069,247.601
3302.98,204.88,38.415,277.442,192.075,268.905,162.197
3302.4,221.92,29.8738,243.258,196.314,234.723,204.849
3301.81,213.352,21.3352,332.83,170.682,226.154,217.619
3301.23,230.386,59.7297,302.915,179.189,260.251,127.992
3300.64,200.491,25.5946,345.527,191.959,226.085,157.833
3300.05,221.786,46.9163,319.884,174.87,247.377,162.074
3299.47,119.405,68.2316,319.835,234.546,217.488,251.604
3298.88,208.928,29.8468,388.008,183.345,349.634,230.247
3298.29,217.422,38.3687,306.949,204.633,217.422,251.528
3297.71,153.451,46.888,242.965,183.289,174.764,191.814
3297.12,149.166,42.619,323.904,191.785,251.452,187.524
3296.53,157.666,51.1351,289.765,221.585,234.369,187.495
3295.95,149.121,51.1273,332.328,187.467,225.812,242.855
3295.36,217.258,42.5997,315.238,174.659,230.038,230.038
3294.77,161.854,46.8526,357.783,183.151,195.929,200.188
3294.19,174.606,51.1042,298.108,200.158,285.332,293.849
3293.6,131.999,55.3545,332.127,97.9349,238.45,174.58
3293.01,161.781,51.0887,383.166,195.84,208.612,238.414
3292.43,217.094,38.3108,276.689,170.27,178.784,191.554
3291.84,165.988,34.0489,319.208,183.013,208.549,131.939
3291.25,153.197,34.0437,289.372,306.394,221.284,246.817
3290.66,136.154,12.7645,289.328,110.625,187.212,221.251
3290.08,170.167,34.0334,319.064,131.88,204.201,238.234
3289.49,255.212,21.2677,374.311,212.677,221.184,246.705
3288.9,187.127,25.5174,357.243,187.127,221.151,242.415
3288.31,199.856,42.5225,348.685,204.108,204.108,208.36
3287.72,165.813,42.5161,352.884,272.103,165.813,187.071
3287.14,182.792,72.2665,344.328,144.533,110.525,216.799
3286.55,106.258,55.2542,331.525,195.515,221.017,267.77
3285.96,203.985,33.9975,322.976,135.99,216.734,199.735
3285.37,135.969,50.9885,352.67,123.222,169.962,203.954
3284.78,161.439,55.2292,314.382,165.688,220.917,174.184
3284.19,199.645,42.4776,305.838,178.406,237.874,229.379
3283.61,191.12,42.4711,293.051,212.356,199.614,199.614
3283.02,212.324,59.4506,293.007,208.077,263.281,182.598
3282.43,191.062,46.7041,335.421,212.292,229.275,203.8
3281.84,174.053,38.2067,318.389,280.182,157.072,195.279
3281.25,182.516,12.7336,360.787,169.782,220.716,271.651
3280.66,165.512,38.1951,250.39,241.903,229.171,190.976
3280.07,195.19,29.7028,373.407,178.217,182.46,169.731
3279.48,173.948,59.3967,373.351,156.977,169.705,190.918
3278.89,161.195,46.6618,275.729,135.743,190.889,173.921
3278.3,122.999,38.1721,326.583,233.274,212.067,250.239
3277.71,173.869,25.4442,368.941,122.98,212.035,156.906
3277.12,165.362,38.1605,301.044,152.642,228.963,169.602
3276.53,211.971,33.9153,211.971,220.45,228.928,211.971
3275.95,169.551,38.149,317.908,169.551,161.073,224.655
3275.36,173.763,59.3339,305.146,250.05,224.621,131.382
3274.77,194.925,33.8999,279.675,211.875,182.212,203.4
3274.18,203.369,33.8948,305.053,173.711,194.895,190.658
3273.58,182.157,59.3069,279.59,216.047,262.645,207.574
3272.99,131.303,33.8846,313.432,207.543,199.072,224.485
3272.4,127.048,55.0541,326.09,139.753,287.975,199.042
3271.81,173.606,55.0458,342.977,190.543,160.903,211.714
3271.22,110.075,29.6355,389.496,190.514,237.084,241.318
3270.63,169.32,55.0291,334.408,194.718,203.184,232.815
3270.04,169.295,46.556,308.963,122.739,304.73,215.851
3269.45,186.196,25.3904,275.062,173.501,169.269,224.282
3268.86,148.088,21.1554,296.176,190.399,262.327,194.63
3268.27,118.452,29.6131,329.975,215.753,198.831,228.444
3267.68,186.111,46.5279,334.155,152.273,160.733,249.559
3267.09,109.958,33.8333,283.354,164.937,160.708,249.521
3266.5,122.627,50.7423,325.596,224.112,190.284,139.541
3265.9,160.66,25.3673,346.687,160.66,190.255,211.394
3265.31,122.59,33.818,338.18,224.044,211.362,185.999
3264.72,202.877,42.2661,308.542,177.517,211.33,240.917
3264.13,173.265,29.5818,329.625,185.943,194.394,232.428
3263.54,109.858,42.2533,266.196,173.238,101.408,266.196
3262.95,160.538,38.0222,287.279,135.19,249.257,194.336
3262.36,219.65,12.6721,295.683,164.738,253.443,194.306
3261.76,105.585,12.6702,278.745,232.287,177.383,215.394
3261.17,156.242,16.8911,282.925,185.802,236.475,147.797
3260.58,185.774,54.8877,274.438,156.219,223.773,274.438
3259.99,92.8728,37.9934,320.833,236.403,151.974,244.846
3259.39,177.276,25.3251,240.588,135.067,139.288,173.055
3258.8,177.249,33.7617,286.974,198.35,232.112,211.011
3258.21,232.076,37.9761,282.711,160.344,219.418,189.881
3257.62,160.319,54.8461,295.325,156.101,109.692,156.101
3257.02,198.26,63.2744,286.844,109.676,215.133,227.788
3256.43,130.747,29.5236,202.447,105.441,202.447,198.23
3255.84,185.549,37.9531,269.889,193.983,307.842,172.898
3255.25,198.17,63.2457,248.766,269.848,164.439,189.737
3254.65,172.845,59.0203,278.239,185.492,206.571,198.14
3254.06,172.819,37.9359,295.057,227.615,198.11,244.476
3253.47,210.723,37.9302,231.795,168.578,202.294,202.294
3252.87,143.27,54.7797,265.471,122.201,185.408,252.829
3252.28,139.035,42.1318,261.217,147.461,151.675,176.954
3251.69,168.502,50.5506,252.753,193.777,168.502,252.753
3251.09,197.96,46.331,210.595,130.569,176.9,155.841
3250.5,164.24,58.9578,303.211,109.493,168.451,240.042
3249.91,138.951,54.7382,252.638,185.268,164.215,244.217
3249.31,185.24,42.0999,265.23,244.18,172.61,277.86
3248.72,172.584,21.0468,277.817,159.955,193.63,168.374
3248.12,168.349,58.922,303.028,168.349,143.096,218.853
3247.53,151.491,25.2485,302.982,210.404,168.323,223.028
3246.94,100.979,33.6595,235.617,206.165,143.053,155.675
3246.34,143.031,37.8612,281.856,151.445,189.306,222.961
3245.75,143.01,37.8555,264.988,206.102,231.339,117.773
3245.15,130.371,42.0553,210.276,147.193,248.126,197.66
3244.56,79.8929,29.4342,336.391,180.81,155.581,193.425
3243.96,214.417,29.4298,189.191,176.579,159.762,189.191
3243.37,218.588,12.6108,210.181,121.905,168.145,231.199
3242.77,147.104,58.8417,319.426,126.089,189.134,218.555
3242.18,117.666,4.20234,285.759,126.07,92.4515,201.712
3241.58,96.6392,25.2102,214.287,184.875,298.321,222.69
3240.99,163.842,42.0107,264.667,134.434,126.032,151.238
3240.39,105.011,33.6034,289.83,130.213,252.026,121.812
3239.8,167.992,16.7992,264.587,201.59,180.591,188.991
3239.2,172.165,20.9958,323.335,197.36,188.962,201.559
3238.61,83.9704,50.3822,222.521,163.742,142.75,184.735
3238.01,180.509,25.1873,167.915,155.322,134.332,167.915
3237.42,138.509,50.3669,272.821,117.523,205.665,214.059
3236.82,117.505,4.19661,272.78,121.702,130.095,188.847
3236.22,163.643,25.1758,247.562,159.447,272.738,134.271
3235.63,134.251,33.5627,272.697,159.423,184.595,201.376
3235.03,218.124,25.1682,272.655,188.761,146.814,188.761
3234.44,96.4634,16.7762,285.196,121.628,176.151,184.539
3233.84,192.898,29.354,293.54,159.35,171.93,176.124
3233.24,138.362,29.3495,192.868,176.097,167.712,192.868
3232.65,146.725,41.9215,226.376,134.149,180.263,197.031
3232.05,163.469,29.3406,222.15,155.086,146.703,264.066
3231.46,75.4359,29.3362,167.635,121.536,234.689,180.208
3230.86,171.8,8.38049,331.029,167.61,175.99,184.371
3230.26,138.257,37.7065,314.221,226.239,155.016,117.309
3229.66,96.3464,29.3228,255.527,67.0236,226.205,175.937
3229.07,104.708,58.6367,205.229,163.345,154.968,159.157
3228.47,146.57,16.7508,217.76,163.32,209.385,163.32
3227.87,142.36,33.4965,272.159,180.044,196.792,117.238
3227.28,146.525,25.1186,242.813,146.525,238.627,171.644
3226.68,159.06,41.8579,163.246,213.476,217.661,75.3443
3226.08,142.295,12.5555,192.517,167.406,205.073,196.702
3225.48,133.905,41.8452,242.702,217.595,171.565,284.548
3224.89,108.781,20.9194,238.482,225.93,163.172,146.436
3224.29,154.78,20.9163,246.812,142.231,125.498,192.43
3223.69,129.661,25.0957,292.783,146.392,125.479,230.044
3223.09,46.0018,8.36397,213.281,121.277,204.917,213.281
3222.5,133.803,20.9067,217.43,142.166,192.342,192.342
3221.9,62.7107,12.5421,167.229,204.855,221.578,171.409
3221.3,108.682,33.4406,263.345,242.445,158.843,175.563
3220.7,154.639,16.7178,200.613,125.383,204.793,242.408
3220.1,117.007,12.5364,242.371,87.755,146.258,146.258
3219.51,167.127,16.7127,288.294,116.989,188.018,200.552
3218.91,146.214,20.8877,150.391,158.746,192.167,196.344
3218.31,79.3612,33.4152,200.491,175.43,167.076,150.369
3217.71,100.23,29.2339,112.759,167.051,167.051,187.932
3217.11,154.498,37.5807,300.646,141.972,204.606,187.904
3216.51,129.425,33.4,187.875,133.6,179.525,217.1
3215.91,121.057,8.34873,237.939,133.58,129.405,187.846
3215.31,70.9534,29.2161,233.729,137.733,187.818,158.602
