spec1_wn,spec1_mean,spec1_std,spec2_wn,spec2_mean,spec2_std
399.20229,0.27197333333333334,0.024444551676532516,99.4175,1903.4003333333337,890.5283927785048
406.4139255711423,0.2711274635456093,0.026876521612352343,107.23321643286573,2329.453186382901,1071.0367715621924
413.6255611422846,0.27491300148201503,0.025842281985324032,115.04893286573147,2602.137656045957,1193.0222394438943
420.83719671342686,0.2783912151617151,0.025796147093808338,122.8646492985972,2749.3971622090867,1271.7714946289393
428.04883228456913,0.28321616988342624,0.02474129571035707,130.68036573146293,2675.8950130305316,1241.112410199996
435.26046785571145,0.2874695983039635,0.02662640988041696,138.49608216432867,2694.7174724128254,1245.724279023806
442.4721034268537,0.2900104991215223,0.024420058302853997,146.3117985971944,2639.0875956577243,1205.5375825519168
449.683738997996,0.2925305110097843,0.024714873158508083,154.12751503006012,2551.113344071346,1139.8284389001353
456.89537456913826,0.2937864163180948,0.02403596266857833,161.94323146292587,2501.971394189594,1132.8023153169634
464.1070101402806,0.2951896599954272,0.025197697658535138,169.7589478957916,2429.9019368591594,1095.0386045465405
471.31864571142285,0.2971387239598342,0.02520486253207109,177.57466432865732,2394.8104188743027,1082.0198032429557
478.5302812825651,0.30016110967187776,0.02440512595552186,185.39038076152303,2296.1679296674197,1027.9500878515173
485.7419168537074,0.3018196844065557,0.024946071597115586,193.2060971943888,2241.8804368653546,997.2618822861358
492.9535524248497,0.303811115505142,0.024653045868776043,201.02181362725452,2180.013300196469,980.3986521571567
500.16518799599197,0.3058431636942072,0.024356228375874,208.83753006012023,2095.1577613224576,921.8714673568038
507.37682356713424,0.3070699205908876,0.022715851926298786,216.653246492986,2065.745147523296,910.4860716518363
514.5884591382766,0.3086246627391343,0.02354120133404621,224.4689629258517,1935.4825520168888,864.8938229393639
521.8000947094188,0.3091878933258821,0.023335452404561623,232.28467935871743,1870.7386790942776,822.9993094072717
529.0117302805611,0.3099503122949335,0.023354789331053758,240.1003957915832,1880.3184565600498,808.5022233905685
536.2233658517034,0.31028847766062256,0.02369288892723411,247.9161122244489,1773.3566878314896,765.0384712403529
543.4350014228457,0.3107426101571744,0.02303309358817047,255.73182865731462,1720.0704952715548,733.075227327326
550.646636993988,0.3117636102259514,0.0232825185331233,263.5475450901804,1702.5521466384162,730.5354149636446
557.8582725651303,0.31198537508035556,0.022871107413866585,271.3632615230461,1676.089155022182,713.2612538790073
565.0699081362725,0.31273465071624834,0.022764267004669558,279.1789779559118,1651.853756664291,689.7798666084581
572.2815437074148,0.31240564613818306,0.02232064362634167,286.9946943887776,1581.4767482513223,666.6976741054548
579.4931792785571,0.31276961911631385,0.021808427675817026,294.8104108216433,1602.0141639577412,689.1174880566086
586.7048148496993,0.312894080090206,0.021926760453972047,302.626127254509,1582.7019795879908,664.836984169297
593.9164504208417,0.3124877627654761,0.02112207719534794,310.4418436873748,1573.2106112490667,663.6889018348896
601.128085991984,0.31179686572691184,0.02095721333390444,318.2575601202405,1577.5796808192524,672.4417061122355
608.3397215631262,0.3108836682261748,0.020855986489123245,326.0732765531062,1585.9300630497457,660.9948496018427
615.5513571342685,0.3101813696328179,0.0205283728623935,333.888992985972,1562.4821162905926,658.0519411335308
622.7629927054109,0.30905669764932986,0.020282437340360913,341.7047094188377,1570.654681000353,630.4721281931993
629.9746282765531,0.30843082255733006,0.019934776532018472,349.5204258517034,1558.1413522975924,619.0583351546488
637.1862638476954,0.30669475887191283,0.019399120755293563,357.3361422845692,1559.3526499443287,639.0930000117405
644.3978994188376,0.30542358785011037,0.019255218909497027,365.1518587174349,1541.7092597653318,625.2067199471799
651.6095349899799,0.30354962914852307,0.018703748060683652,372.9675751503006,1514.6816141335003,619.7153037462712
658.8211705611222,0.3008808076702199,0.01856931405953508,380.7832915831664,1479.5555306650447,604.3260509726753
666.0328061322646,0.2982556201348392,0.018342363683420862,388.5990080160321,1464.983662038799,586.9747198854274
673.2444417034068,0.29561882626675207,0.01781209043686346,396.4147244488978,1426.4421046918762,584.692153582245
680.4560772745491,0.29239311315215044,0.017835987014805887,404.23044088176357,1439.6042304842679,574.9251408389675
687.6677128456913,0.28939392328609936,0.0174612062192794,412.0461573146293,1441.3140521577868,582.8834930873932
694.8793484168336,0.285418643872176,0.0171772471632635,419.861873747495,1457.8229290312959,614.246491442186
702.090983987976,0.2819360682657863,0.016539406830078394,427.67759018036077,1393.6095957066193,557.4681124729783
709.3026195591183,0.27791929312712677,0.016146899825844604,435.4933066132265,1419.9374013275783,583.3199873060688
716.5142551302605,0.27322391942879076,0.015811806243227308,443.3090230460922,1389.0410252592326,566.8840642724937
723.7258907014027,0.2685078707492165,0.015463407511221794,451.12473947895796,1348.0056305623664,539.5526989093112
