wn,1,10
3997.80844,-0.00885,-0.01017
3995.87993,-0.00883,-0.01014
3993.95142,-0.00882,-0.01011
3992.0229,-0.00884,-0.0101
3990.09439,-0.00883,-0.01008
3988.16588,-0.00879,-0.01006
3986.23736,-0.00876,-0.01006
3984.30885,-0.00875,-0.01005
3982.38033,-0.00873,-0.01001
3980.45182,-0.00874,-0.01001
3978.52331,-0.00879,-0.01008
3976.59479,-0.00882,-0.01014
3974.66628,-0.00883,-0.01014
3972.73777,-0.00887,-0.01016
3970.80925,-0.00891,-0.01018
3968.88074,-0.0089,-0.01017
3966.95223,-0.00885,-0.01015
3965.02371,-0.00883,-0.01013
3963.0952,-0.00882,-0.0101
3961.16669,-0.0088,-0.01008
3959.23817,-0.00885,-0.01012
3957.30966,-0.00896,-0.01022
3955.38115,-0.009,-0.01027
3953.45263,-0.00893,-0.01022
3951.52412,-0.0088,-0.01013
3949.59561,-0.00874,-0.01008
3947.66709,-0.00875,-0.0101
3945.73858,-0.00882,-0.01014
3943.81007,-0.00885,-0.01014
3941.88155,-0.00882,-0.0101
3939.95304,-0.00877,-0.01006
3938.02452,-0.00874,-0.01003
3936.09601,-0.00873,-0.01003
3934.1675,-0.00879,-0.01011
3932.23898,-0.00891,-0.01022
3930.31047,-0.00898,-0.01027
3928.38196,-0.00896,-0.01022
3926.45344,-0.00889,-0.01014
3924.52493,-0.00881,-0.01008
3922.59642,-0.00877,-0.01008
3920.6679,-0.00879,-0.01013
3918.73939,-0.00884,-0.01019
3916.81088,-0.00886,-0.01019
3914.88236,-0.00887,-0.01018
3912.95385,-0.00883,-0.01012
3911.02534,-0.00876,-0.01004
3909.09682,-0.00873,-0.01
3907.16831,-0.00877,-0.01006
3905.2398,-0.00885,-0.01018
3903.31128,-0.0089,-0.01026
3901.38277,-0.00891,-0.01027
3899.45426,-0.00891,-0.01023
3897.52574,-0.00887,-0.01016
3895.59723,-0.00881,-0.01011
3893.66871,-0.0088,-0.01011
3891.7402,-0.00884,-0.01014
3889.81169,-0.00881,-0.01011
3887.88317,-0.00874,-0.01008
3885.95466,-0.00874,-0.01012
3884.02615,-0.00878,-0.01014
3882.09763,-0.0088,-0.01012
3880.16912,-0.0088,-0.01011
3878.24061,-0.00874,-0.01005
3876.31209,-0.00865,-0.00998
3874.38358,-0.00862,-0.00996
3872.45507,-0.00865,-0.01
3870.52655,-0.00872,-0.01008
3868.59804,-0.00872,-0.01009
3866.66953,-0.00871,-0.01006
3864.74101,-0.00877,-0.01011
3862.8125,-0.00879,-0.01012
3860.88399,-0.0087,-0.01001
3858.95547,-0.00858,-0.0099
3857.02696,-0.00855,-0.00992
3855.09845,-0.00867,-0.0101
3853.16993,-0.00881,-0.01025
3851.24142,-0.00876,-0.01015
3849.3129,-0.00868,-0.01002
3847.38439,-0.0087,-0.01003
3845.45588,-0.00869,-0.01005
3843.52736,-0.00861,-0.01
3841.59885,-0.00855,-0.00995
3839.67034,-0.00863,-0.01005
3837.74182,-0.00874,-0.01017
3835.81331,-0.00871,-0.01012
3833.8848,-0.00866,-0.01002
3831.95628,-0.00868,-0.01002
3830.02777,-0.00874,-0.01007
3828.09926,-0.0088,-0.01013
3826.17074,-0.00877,-0.01009
3824.24223,-0.00867,-0.00999
3822.31372,-0.00864,-0.00998
3820.3852,-0.0086,-0.00997
3818.45669,-0.00854,-0.00996
3816.52818,-0.00862,-0.01005
3814.59966,-0.00871,-0.0101
3812.67115,-0.00866,-0.01001
3810.74264,-0.00858,-0.00992
3808.81412,-0.00856,-0.00993
3806.88561,-0.00861,-0.00997
3804.95709,-0.00863,-0.00997
3803.02858,-0.00867,-0.01002
3801.10007,-0.00873,-0.01008
3799.17155,-0.00873,-0.01005
3797.24304,-0.00873,-0.01001
3795.31453,-0.0087,-0.00999
3793.38601,-0.00863,-0.00996
3791.4575,-0.00862,-0.00996
3789.52899,-0.00867,-0.00998
3787.60047,-0.00874,-0.01001
3785.67196,-0.00877,-0.01004
3783.74345,-0.00874,-0.01003
3781.81493,-0.00872,-0.01002
3779.88642,-0.00873,-0.01004
3777.95791,-0.00875,-0.01006
3776.02939,-0.00878,-0.01008
3774.10088,-0.00879,-0.01009
3772.17237,-0.00876,-0.01006
3770.24385,-0.00863,-0.00997
3768.31534,-0.0085,-0.00985
3766.38683,-0.00849,-0.00982
3764.45831,-0.00854,-0.00985
3762.5298,-0.00858,-0.0099
3760.60128,-0.00864,-0.00997
3758.67277,-0.00869,-0.01001
3756.74426,-0.00868,-0.00997
3754.81574,-0.00865,-0.00995
3752.88723,-0.00866,-0.01
3750.95872,-0.00866,-0.01001
3749.0302,-0.00855,-0.00989
3747.10169,-0.00847,-0.0098
3745.17318,-0.00856,-0.00989
3743.24466,-0.0086,-0.00992
3741.31615,-0.00851,-0.00981
3739.38764,-0.00849,-0.00978
3737.45912,-0.00852,-0.00983
3735.53061,-0.00852,-0.00981
3733.6021,-0.00846,-0.00972
3731.67358,-0.00845,-0.00967
3729.74507,-0.00852,-0.00971
3727.81656,-0.00862,-0.00982
3725.88804,-0.0087,-0.0099
3723.95953,-0.0087,-0.00987
3722.03102,-0.00863,-0.00977
3720.1025,-0.00854,-0.00966
3718.17399,-0.0085,-0.00959
3716.24547,-0.00856,-0.00963
3714.31696,-0.00867,-0.00974
3712.38845,-0.00875,-0.00982
3710.45993,-0.00878,-0.00984
3708.53142,-0.00879,-0.00983
3706.60291,-0.00883,-0.00983
3704.67439,-0.00887,-0.00985
3702.74588,-0.00887,-0.00985
3700.81737,-0.00883,-0.0098
3698.88885,-0.00884,-0.00976
3696.96034,-0.00889,-0.00975
3695.03183,-0.0089,-0.00972
3693.10331,-0.00888,-0.00966
3691.1748,-0.00891,-0.00963
3689.24629,-0.009,-0.00965
3687.31777,-0.00902,-0.00962
3685.38926,-0.00902,-0.00957
3683.46075,-0.00904,-0.00955
3681.53223,-0.00905,-0.00951
3679.60372,-0.00906,-0.00948
3677.67521,-0.00914,-0.00953
3675.74669,-0.00928,-0.00963
3673.81818,-0.00935,-0.00966
3671.88966,-0.00945,-0.00971
3669.96115,-0.00953,-0.00975
3668.03264,-0.00954,-0.00968
3666.10412,-0.00956,-0.00963
3664.17561,-0.00963,-0.00966
3662.2471,-0.00968,-0.00968
3660.31858,-0.00977,-0.00972
3658.39007,-0.00991,-0.0098
3656.46156,-0.00999,-0.00984
3654.53304,-0.00994,-0.00977
3652.60453,-0.00991,-0.00974
3650.67602,-0.01,-0.00986
3648.7475,-0.01009,-0.00994
3646.81899,-0.01009,-0.00994
3644.89048,-0.01013,-0.00996
3642.96196,-0.01018,-0.01
3641.03345,-0.01023,-0.01005
3639.10494,-0.01024,-0.01006
3637.17642,-0.01021,-0.01002
3635.24791,-0.01019,-0.00999
3633.3194,-0.01019,-0.00999
3631.39088,-0.01022,-0.01005
3629.46237,-0.01032,-0.0102
3627.53385,-0.01037,-0.01028
3625.60534,-0.01038,-0.01032
3623.67683,-0.01041,-0.01042
3621.74831,-0.0104,-0.01047
3619.8198,-0.01034,-0.01041
3617.89129,-0.01031,-0.01033
3615.96277,-0.01034,-0.01035
3614.03426,-0.01037,-0.01045
3612.10575,-0.01035,-0.01055
3610.17723,-0.01031,-0.01057
3608.24872,-0.01025,-0.01052
3606.32021,-0.0102,-0.01045
3604.39169,-0.01024,-0.01046
3602.46318,-0.01031,-0.01053
3600.53467,-0.01031,-0.01057
3598.60615,-0.01024,-0.01057
3596.67764,-0.0102,-0.01059
3594.74913,-0.01022,-0.01066
3592.82061,-0.01023,-0.01072
3590.8921,-0.01018,-0.01073
3588.96359,-0.01015,-0.01078
3587.03507,-0.01014,-0.01084
3585.10656,-0.01011,-0.01085
3583.17804,-0.01011,-0.01087
3581.24953,-0.01015,-0.01094
3579.32102,-0.01019,-0.011
3577.3925,-0.01021,-0.01103
3575.46399,-0.01024,-0.01107
3573.53548,-0.01024,-0.01111
3571.60696,-0.01015,-0.01109
3569.67845,-0.01006,-0.01104
3567.74994,-0.01006,-0.01106
3565.82142,-0.01008,-0.01111
3563.89291,-0.01007,-0.01113
3561.9644,-0.01001,-0.01114
3560.03588,-0.00991,-0.01111
3558.10737,-0.00989,-0.01114
3556.17886,-0.00996,-0.01123
3554.25034,-0.01006,-0.01133
3552.32183,-0.01013,-0.01142
3550.39332,-0.01013,-0.01147
3548.4648,-0.01006,-0.01144
3546.53629,-0.01001,-0.01142
3544.60778,-0.01004,-0.01147
3542.67926,-0.01011,-0.01154
3540.75075,-0.01005,-0.01147
3538.82223,-0.00994,-0.01139
3536.89372,-0.00997,-0.01146
3534.96521,-0.01006,-0.01154
3533.03669,-0.01005,-0.01152
3531.10818,-0.01002,-0.01153
3529.17967,-0.01007,-0.01162
3527.25115,-0.01009,-0.01164
3525.32264,-0.01004,-0.01157
3523.39413,-0.01007,-0.01158
3521.46561,-0.01023,-0.01175
3519.5371,-0.01036,-0.01196
3517.60859,-0.01035,-0.01208
3515.68007,-0.01028,-0.01211
3513.75156,-0.01022,-0.01203
3511.82305,-0.0102,-0.01194
3509.89453,-0.01026,-0.01196
3507.96602,-0.01031,-0.01203
3506.03751,-0.0103,-0.01205
3504.10899,-0.01028,-0.01202
3502.18048,-0.01032,-0.01201
3500.25197,-0.0104,-0.01207
3498.32345,-0.01043,-0.01211
3496.39494,-0.01039,-0.01209
3494.46642,-0.0104,-0.01214
3492.53791,-0.01051,-0.01226
3490.6094,-0.01065,-0.01238
3488.68088,-0.01077,-0.01247
3486.75237,-0.01087,-0.01257
3484.82386,-0.01092,-0.01263
3482.89534,-0.01087,-0.01257
3480.96683,-0.01087,-0.01255
3479.03832,-0.01095,-0.0126
3477.1098,-0.011,-0.01261
3475.18129,-0.01099,-0.01258
3473.25278,-0.011,-0.01257
3471.32426,-0.01108,-0.01263
3469.39575,-0.01122,-0.01279
3467.46724,-0.01134,-0.01295
3465.53872,-0.01142,-0.013
3463.61021,-0.01149,-0.013
3461.6817,-0.01152,-0.01297
3459.75318,-0.01151,-0.01294
3457.82467,-0.01151,-0.01294
3455.89616,-0.01154,-0.01296
3453.96764,-0.01161,-0.01299
3452.03913,-0.01176,-0.01308
3450.11061,-0.01193,-0.01319
3448.1821,-0.01207,-0.01333
3446.25359,-0.01221,-0.01349
3444.32507,-0.01234,-0.01359
3442.39656,-0.01244,-0.01362
3440.46805,-0.01256,-0.01368
3438.53953,-0.01268,-0.0138
3436.61102,-0.01272,-0.01385
3434.68251,-0.01263,-0.01371
3432.75399,-0.0125,-0.01349
